date,origin,destination,cargo,vessel_type,quantity_mt,freight_rate,fuel_price,commodity_price,port_congestion,demand_index,supply_index
2023-08-26,South Africa,Krishnapatnam,Iron Ore,Handymax,49011,72.77,621.37,161.91,75.38,41.78,79.79
2023-08-27,South Africa,Krishnapatnam,Wheat,Handymax,23333,73.7,717.34,157.62,44.66,62.96,51.95
2023-08-27,Brazil,Kakinada,Fertilizer,Supramax,102172,78.48,717.34,157.62,44.66,62.96,51.95
2023-08-27,Australia,Krishnapatnam,Wheat,Capesize,59618,82.21,717.34,157.62,44.66,62.96,51.95
2023-08-27,South Africa,Krishnapatnam,Bauxite,Supramax,87261,82.83,717.34,157.62,44.66,62.96,51.95
2023-08-27,South Africa,Paradip,Bauxite,Handymax,41881,74.83,717.34,157.62,44.66,62.96,51.95
2023-08-27,Indonesia,Krishnapatnam,Bauxite,Supramax,91792,84.57,717.34,157.62,44.66,62.96,51.95
2023-08-27,Brazil,Krishnapatnam,Fertilizer,Panamax,70513,80.5,717.34,157.62,44.66,62.96,51.95
2023-08-27,Indonesia,Chennai,Iron Ore,Capesize,118706,86.5,717.34,157.62,44.66,62.96,51.95
2023-08-28,Australia,Kakinada,Coal,Capesize,94781,85.78,839.84,173.98,19.33,68.02,73.42
2023-08-28,Brazil,Kakinada,Fertilizer,Panamax,41658,78.9,839.84,173.98,19.33,68.02,73.42
2023-08-28,Russia,Krishnapatnam,Bauxite,Handymax,92134,76.43,839.84,173.98,19.33,68.02,73.42
2023-08-28,Brazil,Kakinada,Iron Ore,Handymax,63826,76.77,839.84,173.98,19.33,68.02,73.42
2023-08-28,Brazil,Krishnapatnam,Iron Ore,Handymax,100294,78.8,839.84,173.98,19.33,68.02,73.42
2023-08-28,Brazil,Kakinada,Bauxite,Capesize,21908,86.72,839.84,173.98,19.33,68.02,73.42
2023-08-28,South Africa,Visakhapatnam,Bauxite,Handysize,101032,77.59,839.84,173.98,19.33,68.02,73.42
2023-08-28,Australia,Visakhapatnam,Fertilizer,Panamax,113057,81.5,839.84,173.98,19.33,68.02,73.42
2023-08-29,South Africa,Paradip,Wheat,Supramax,35115,69.76,753.59,140.18,30.25,49.97,81.11
2023-08-29,Indonesia,Chennai,Fertilizer,Supramax,20211,71.24,753.59,140.18,30.25,49.97,81.11
2023-08-29,Indonesia,Visakhapatnam,Wheat,Handymax,109438,70.19,753.59,140.18,30.25,49.97,81.11
2023-08-29,Brazil,Krishnapatnam,Coal,Handysize,114897,67.49,753.59,140.18,30.25,49.97,81.11
2023-08-29,South Africa,Kakinada,Wheat,Handysize,64109,67.93,753.59,140.18,30.25,49.97,81.11
2023-08-29,Indonesia,Krishnapatnam,Bauxite,Handysize,82497,70.88,753.59,140.18,30.25,49.97,81.11
2023-08-29,South Africa,Paradip,Fertilizer,Capesize,52602,79.1,753.59,140.18,30.25,49.97,81.11
2023-08-29,Russia,Visakhapatnam,Wheat,Handysize,48305,65.46,753.59,140.18,30.25,49.97,81.11
2023-08-30,Brazil,Kakinada,Iron Ore,Handymax,111729,79.45,801.94,114.95,40.49,85.07,66.33
2023-08-30,Australia,Krishnapatnam,Coal,Handymax,91303,74.91,801.94,114.95,40.49,85.07,66.33
2023-08-30,Indonesia,Visakhapatnam,Iron Ore,Capesize,39163,86.84,801.94,114.95,40.49,85.07,66.33
2023-08-30,South Africa,Krishnapatnam,Fertilizer,Panamax,59979,82.32,801.94,114.95,40.49,85.07,66.33
2023-08-30,Indonesia,Visakhapatnam,Wheat,Handysize,30633,73.99,801.94,114.95,40.49,85.07,66.33
2023-08-30,Russia,Paradip,Bauxite,Panamax,24861,83.39,801.94,114.95,40.49,85.07,66.33
2023-08-30,Indonesia,Kakinada,Bauxite,Panamax,44009,84.52,801.94,114.95,40.49,85.07,66.33
2023-08-30,Brazil,Visakhapatnam,Wheat,Panamax,40860,82.27,801.94,114.95,40.49,85.07,66.33
2023-08-31,Indonesia,Chennai,Bauxite,Supramax,68469,70.7,690.92,90.4,60.28,63.77,77.55
2023-08-31,Russia,Visakhapatnam,Coal,Handysize,60768,65.11,690.92,90.4,60.28,63.77,77.55
2023-08-31,South Africa,Chennai,Bauxite,Capesize,42205,80.9,690.92,90.4,60.28,63.77,77.55
2023-08-31,Indonesia,Krishnapatnam,Coal,Capesize,44003,75.71,690.92,90.4,60.28,63.77,77.55
2023-08-31,Brazil,Krishnapatnam,Wheat,Capesize,82985,77.42,690.92,90.4,60.28,63.77,77.55
2023-08-31,South Africa,Paradip,Wheat,Supramax,84889,71.72,690.92,90.4,60.28,63.77,77.55
2023-08-31,Australia,Chennai,Iron Ore,Handymax,112995,71.82,690.92,90.4,60.28,63.77,77.55
2023-08-31,Russia,Visakhapatnam,Bauxite,Handysize,28070,66.95,690.92,90.4,60.28,63.77,77.55
2023-09-01,Russia,Visakhapatnam,Bauxite,Handymax,105078,72.69,655.37,123.42,48.68,60.76,59.25
2023-09-01,Brazil,Chennai,Fertilizer,Panamax,75372,75.27,655.37,123.42,48.68,60.76,59.25
2023-09-01,Australia,Chennai,Fertilizer,Handysize,37032,67.42,655.37,123.42,48.68,60.76,59.25
2023-09-01,Russia,Krishnapatnam,Iron Ore,Supramax,26259,74.14,655.37,123.42,48.68,60.76,59.25
2023-09-01,South Africa,Chennai,Bauxite,Handysize,24942,65.41,655.37,123.42,48.68,60.76,59.25
2023-09-01,Russia,Paradip,Fertilizer,Capesize,59419,79.9,655.37,123.42,48.68,60.76,59.25
2023-09-01,Australia,Chennai,Fertilizer,Capesize,59242,81.42,655.37,123.42,48.68,60.76,59.25
2023-09-01,Indonesia,Chennai,Wheat,Handymax,48893,68.36,655.37,123.42,48.68,60.76,59.25
2023-09-02,Brazil,Krishnapatnam,Iron Ore,Capesize,82175,83.37,766.39,123.25,42.88,69.53,80.63
2023-09-02,Indonesia,Kakinada,Coal,Handysize,50473,68.26,766.39,123.25,42.88,69.53,80.63
2023-09-02,Russia,Paradip,Iron Ore,Panamax,70646,80.56,766.39,123.25,42.88,69.53,80.63
2023-09-02,Brazil,Kakinada,Fertilizer,Capesize,36246,76.98,766.39,123.25,42.88,69.53,80.63
2023-09-02,South Africa,Kakinada,Iron Ore,Handymax,117445,73.26,766.39,123.25,42.88,69.53,80.63
2023-09-02,Brazil,Visakhapatnam,Coal,Handymax,37384,72.81,766.39,123.25,42.88,69.53,80.63
2023-09-02,Australia,Visakhapatnam,Bauxite,Handysize,106512,73.08,766.39,123.25,42.88,69.53,80.63
2023-09-02,Indonesia,Paradip,Fertilizer,Capesize,107346,81.61,766.39,123.25,42.88,69.53,80.63
2023-09-03,Australia,Chennai,Iron Ore,Handymax,79886,66.94,725.87,129.68,26.85,52.87,78.36
2023-09-03,Australia,Krishnapatnam,Wheat,Panamax,90917,72.3,725.87,129.68,26.85,52.87,78.36
2023-09-03,Indonesia,Paradip,Coal,Capesize,110893,79.91,725.87,129.68,26.85,52.87,78.36
2023-09-03,Russia,Visakhapatnam,Bauxite,Panamax,40551,77.7,725.87,129.68,26.85,52.87,78.36
2023-09-03,Russia,Paradip,Coal,Supramax,48892,70.36,725.87,129.68,26.85,52.87,78.36
2023-09-03,Brazil,Kakinada,Bauxite,Handymax,119074,72.95,725.87,129.68,26.85,52.87,78.36
2023-09-03,Australia,Chennai,Bauxite,Handymax,102910,68.68,725.87,129.68,26.85,52.87,78.36
2023-09-03,Brazil,Kakinada,Wheat,Handymax,36312,65.14,725.87,129.68,26.85,52.87,78.36
2023-09-04,Indonesia,Krishnapatnam,Coal,Supramax,86775,76.81,831.78,132.19,44.33,35.86,53.45
2023-09-04,Australia,Krishnapatnam,Wheat,Supramax,41652,73.47,831.78,132.19,44.33,35.86,53.45
2023-09-04,South Africa,Visakhapatnam,Wheat,Capesize,108730,80.52,831.78,132.19,44.33,35.86,53.45
2023-09-04,Indonesia,Paradip,Coal,Panamax,82103,75.01,831.78,132.19,44.33,35.86,53.45
2023-09-04,Australia,Krishnapatnam,Fertilizer,Panamax,113770,80.66,831.78,132.19,44.33,35.86,53.45
2023-09-04,Russia,Chennai,Wheat,Capesize,67924,80.29,831.78,132.19,44.33,35.86,53.45
2023-09-04,Russia,Kakinada,Iron Ore,Panamax,24158,79.56,831.78,132.19,44.33,35.86,53.45
2023-09-04,Indonesia,Visakhapatnam,Coal,Capesize,24111,80.78,831.78,132.19,44.33,35.86,53.45
2023-09-05,South Africa,Paradip,Bauxite,Capesize,35819,85.83,646.43,167.89,42.05,68.82,67.27
2023-09-05,Indonesia,Paradip,Coal,Supramax,107789,79.41,646.43,167.89,42.05,68.82,67.27
2023-09-05,Indonesia,Visakhapatnam,Fertilizer,Handysize,118417,71.23,646.43,167.89,42.05,68.82,67.27
2023-09-05,Russia,Visakhapatnam,Bauxite,Panamax,82001,83.36,646.43,167.89,42.05,68.82,67.27
2023-09-05,Russia,Paradip,Iron Ore,Supramax,34708,76.82,646.43,167.89,42.05,68.82,67.27
2023-09-05,Russia,Chennai,Wheat,Handymax,42440,73.31,646.43,167.89,42.05,68.82,67.27
2023-09-05,Russia,Chennai,Iron Ore,Supramax,26563,78.49,646.43,167.89,42.05,68.82,67.27
2023-09-05,Russia,Paradip,Bauxite,Handysize,49402,73.96,646.43,167.89,42.05,68.82,67.27
2023-09-06,Australia,Paradip,Iron Ore,Handymax,52548,72.85,581.54,165.55,59.08,42.05,37.59
2023-09-06,Australia,Chennai,Iron Ore,Supramax,106732,79.52,581.54,165.55,59.08,42.05,37.59
2023-09-06,Indonesia,Visakhapatnam,Bauxite,Panamax,99491,82.83,581.54,165.55,59.08,42.05,37.59
2023-09-06,South Africa,Krishnapatnam,Fertilizer,Supramax,23526,73.29,581.54,165.55,59.08,42.05,37.59
2023-09-06,Russia,Chennai,Iron Ore,Panamax,100520,81.63,581.54,165.55,59.08,42.05,37.59
2023-09-06,Brazil,Visakhapatnam,Coal,Capesize,37167,81.58,581.54,165.55,59.08,42.05,37.59
2023-09-06,Brazil,Krishnapatnam,Bauxite,Supramax,102277,77.94,581.54,165.55,59.08,42.05,37.59
2023-09-06,Indonesia,Visakhapatnam,Iron Ore,Handysize,100221,74.1,581.54,165.55,59.08,42.05,37.59
2023-09-07,Russia,Krishnapatnam,Wheat,Supramax,69769,74.81,802.63,124.34,39.54,91.38,87.41
2023-09-07,Brazil,Krishnapatnam,Bauxite,Capesize,65076,85.12,802.63,124.34,39.54,91.38,87.41
2023-09-07,South Africa,Chennai,Bauxite,Handymax,95164,79.88,802.63,124.34,39.54,91.38,87.41
2023-09-07,Australia,Paradip,Wheat,Panamax,53959,78.08,802.63,124.34,39.54,91.38,87.41
2023-09-07,Australia,Krishnapatnam,Iron Ore,Handysize,75491,75.05,802.63,124.34,39.54,91.38,87.41
2023-09-07,Russia,Paradip,Coal,Handysize,108768,73.2,802.63,124.34,39.54,91.38,87.41
2023-09-07,Indonesia,Visakhapatnam,Coal,Panamax,82197,81.92,802.63,124.34,39.54,91.38,87.41
2023-09-07,Australia,Kakinada,Coal,Handymax,64942,75.33,802.63,124.34,39.54,91.38,87.41
2023-09-08,Russia,Chennai,Wheat,Panamax,28261,78.91,834.55,126.43,41.0,69.85,40.42
2023-09-08,Australia,Chennai,Bauxite,Panamax,53701,84.52,834.55,126.43,41.0,69.85,40.42
2023-09-08,Indonesia,Visakhapatnam,Iron Ore,Capesize,63152,90.02,834.55,126.43,41.0,69.85,40.42
2023-09-08,South Africa,Chennai,Fertilizer,Handymax,63724,73.25,834.55,126.43,41.0,69.85,40.42
2023-09-08,Brazil,Paradip,Bauxite,Handysize,47280,78.12,834.55,126.43,41.0,69.85,40.42
2023-09-08,Brazil,Paradip,Bauxite,Panamax,100672,86.9,834.55,126.43,41.0,69.85,40.42
2023-09-08,Russia,Paradip,Coal,Panamax,89211,82.82,834.55,126.43,41.0,69.85,40.42
2023-09-08,Brazil,Kakinada,Wheat,Supramax,27008,76.37,834.55,126.43,41.0,69.85,40.42
2023-09-09,Brazil,Krishnapatnam,Bauxite,Capesize,59726,84.13,764.82,105.96,50.43,68.38,69.1
2023-09-09,Indonesia,Visakhapatnam,Iron Ore,Handymax,43533,73.25,764.82,105.96,50.43,68.38,69.1
2023-09-09,Indonesia,Visakhapatnam,Bauxite,Handysize,43057,69.72,764.82,105.96,50.43,68.38,69.1
2023-09-09,Indonesia,Paradip,Coal,Supramax,90739,75.51,764.82,105.96,50.43,68.38,69.1
2023-09-09,South Africa,Paradip,Bauxite,Handymax,29907,70.2,764.82,105.96,50.43,68.38,69.1
2023-09-09,Brazil,Kakinada,Coal,Capesize,118560,84.21,764.82,105.96,50.43,68.38,69.1
2023-09-09,Australia,Visakhapatnam,Bauxite,Handysize,47799,73.41,764.82,105.96,50.43,68.38,69.1
2023-09-09,Russia,Visakhapatnam,Bauxite,Handymax,44723,73.61,764.82,105.96,50.43,68.38,69.1
2023-09-10,Indonesia,Kakinada,Wheat,Supramax,30965,70.72,659.04,122.42,37.28,64.47,50.8
2023-09-10,Brazil,Visakhapatnam,Wheat,Supramax,101673,70.89,659.04,122.42,37.28,64.47,50.8
2023-09-10,Brazil,Krishnapatnam,Wheat,Panamax,72714,74.83,659.04,122.42,37.28,64.47,50.8
2023-09-10,Russia,Chennai,Bauxite,Capesize,26218,81.73,659.04,122.42,37.28,64.47,50.8
2023-09-10,Australia,Paradip,Coal,Panamax,56672,76.21,659.04,122.42,37.28,64.47,50.8
2023-09-10,Indonesia,Paradip,Fertilizer,Panamax,85228,74.16,659.04,122.42,37.28,64.47,50.8
2023-09-10,Australia,Paradip,Iron Ore,Handysize,88531,70.41,659.04,122.42,37.28,64.47,50.8
2023-09-10,Indonesia,Visakhapatnam,Wheat,Capesize,29815,73.33,659.04,122.42,37.28,64.47,50.8
2023-09-11,Brazil,Krishnapatnam,Iron Ore,Panamax,55162,80.6,788.06,98.09,37.87,75.73,54.1
2023-09-11,Indonesia,Kakinada,Fertilizer,Capesize,25769,80.37,788.06,98.09,37.87,75.73,54.1
2023-09-11,Brazil,Krishnapatnam,Iron Ore,Capesize,96202,86.2,788.06,98.09,37.87,75.73,54.1
2023-09-11,Australia,Chennai,Wheat,Capesize,70775,81.08,788.06,98.09,37.87,75.73,54.1
2023-09-11,Indonesia,Visakhapatnam,Fertilizer,Supramax,90112,77.55,788.06,98.09,37.87,75.73,54.1
2023-09-11,Russia,Kakinada,Bauxite,Panamax,62348,81.89,788.06,98.09,37.87,75.73,54.1
2023-09-11,Australia,Visakhapatnam,Wheat,Handysize,73968,70.45,788.06,98.09,37.87,75.73,54.1
2023-09-11,Brazil,Paradip,Wheat,Capesize,72237,79.6,788.06,98.09,37.87,75.73,54.1
2023-09-12,Australia,Chennai,Wheat,Supramax,111280,72.57,691.28,117.22,30.16,96.35,71.93
2023-09-12,Brazil,Visakhapatnam,Coal,Capesize,41148,82.85,691.28,117.22,30.16,96.35,71.93
2023-09-12,Brazil,Kakinada,Bauxite,Capesize,53691,85.22,691.28,117.22,30.16,96.35,71.93
2023-09-12,South Africa,Krishnapatnam,Coal,Panamax,79395,79.87,691.28,117.22,30.16,96.35,71.93
2023-09-12,Indonesia,Paradip,Fertilizer,Panamax,86470,79.72,691.28,117.22,30.16,96.35,71.93
2023-09-12,South Africa,Krishnapatnam,Coal,Handymax,42695,71.52,691.28,117.22,30.16,96.35,71.93
2023-09-12,Indonesia,Chennai,Bauxite,Supramax,39861,77.16,691.28,117.22,30.16,96.35,71.93
2023-09-12,Indonesia,Visakhapatnam,Coal,Handysize,118026,70.7,691.28,117.22,30.16,96.35,71.93
2023-09-13,Indonesia,Kakinada,Iron Ore,Panamax,83944,88.45,818.48,166.56,32.57,83.25,44.81
2023-09-13,South Africa,Chennai,Coal,Panamax,61753,86.4,818.48,166.56,32.57,83.25,44.81
2023-09-13,South Africa,Chennai,Coal,Supramax,102168,83.76,818.48,166.56,32.57,83.25,44.81
2023-09-13,Russia,Kakinada,Iron Ore,Supramax,89192,85.52,818.48,166.56,32.57,83.25,44.81
2023-09-13,Russia,Kakinada,Wheat,Panamax,95842,83.78,818.48,166.56,32.57,83.25,44.81
2023-09-13,Russia,Krishnapatnam,Fertilizer,Supramax,48805,78.57,818.48,166.56,32.57,83.25,44.81
2023-09-13,Indonesia,Krishnapatnam,Wheat,Supramax,23970,81.51,818.48,166.56,32.57,83.25,44.81
2023-09-13,South Africa,Visakhapatnam,Coal,Handysize,98763,83.59,818.48,166.56,32.57,83.25,44.81
2023-09-14,Indonesia,Krishnapatnam,Wheat,Supramax,86786,67.5,566.36,78.18,30.86,89.98,90.02
2023-09-14,Brazil,Chennai,Iron Ore,Handysize,21868,63.65,566.36,78.18,30.86,89.98,90.02
2023-09-14,Australia,Visakhapatnam,Iron Ore,Supramax,38940,71.21,566.36,78.18,30.86,89.98,90.02
2023-09-14,Brazil,Kakinada,Coal,Capesize,22164,74.67,566.36,78.18,30.86,89.98,90.02
2023-09-14,Australia,Kakinada,Bauxite,Handymax,66454,69.43,566.36,78.18,30.86,89.98,90.02
2023-09-14,South Africa,Visakhapatnam,Bauxite,Supramax,112554,70.22,566.36,78.18,30.86,89.98,90.02
2023-09-14,Russia,Visakhapatnam,Fertilizer,Handymax,104224,65.37,566.36,78.18,30.86,89.98,90.02
2023-09-14,Indonesia,Kakinada,Fertilizer,Handymax,109379,63.97,566.36,78.18,30.86,89.98,90.02
2023-09-15,Australia,Kakinada,Wheat,Supramax,52573,80.45,838.88,170.42,62.27,73.94,64.68
2023-09-15,Russia,Kakinada,Coal,Panamax,99566,90.72,838.88,170.42,62.27,73.94,64.68
2023-09-15,Russia,Krishnapatnam,Coal,Supramax,43289,85.6,838.88,170.42,62.27,73.94,64.68
2023-09-15,Indonesia,Visakhapatnam,Fertilizer,Handymax,80985,81.44,838.88,170.42,62.27,73.94,64.68
2023-09-15,South Africa,Krishnapatnam,Coal,Supramax,29047,84.89,838.88,170.42,62.27,73.94,64.68
2023-09-15,Indonesia,Chennai,Coal,Handymax,50273,85.06,838.88,170.42,62.27,73.94,64.68
2023-09-15,Indonesia,Kakinada,Fertilizer,Supramax,109170,83.94,838.88,170.42,62.27,73.94,64.68
2023-09-15,Indonesia,Krishnapatnam,Iron Ore,Supramax,22953,86.56,838.88,170.42,62.27,73.94,64.68
2023-09-16,Australia,Krishnapatnam,Coal,Panamax,75208,85.85,681.8,153.27,49.32,82.48,68.8
2023-09-16,Indonesia,Paradip,Coal,Capesize,40171,82.03,681.8,153.27,49.32,82.48,68.8
2023-09-16,Brazil,Krishnapatnam,Bauxite,Capesize,35577,85.7,681.8,153.27,49.32,82.48,68.8
2023-09-16,Indonesia,Krishnapatnam,Coal,Supramax,63794,80.49,681.8,153.27,49.32,82.48,68.8
2023-09-16,Russia,Chennai,Coal,Handymax,20037,73.8,681.8,153.27,49.32,82.48,68.8
2023-09-16,Australia,Visakhapatnam,Wheat,Capesize,116171,83.91,681.8,153.27,49.32,82.48,68.8
2023-09-16,Brazil,Krishnapatnam,Fertilizer,Capesize,32559,83.35,681.8,153.27,49.32,82.48,68.8
2023-09-16,South Africa,Visakhapatnam,Coal,Panamax,44660,81.22,681.8,153.27,49.32,82.48,68.8
2023-09-17,South Africa,Chennai,Fertilizer,Capesize,42032,78.45,561.47,140.86,52.53,68.37,64.81
2023-09-17,Indonesia,Chennai,Iron Ore,Panamax,32303,79.79,561.47,140.86,52.53,68.37,64.81
2023-09-17,Brazil,Krishnapatnam,Coal,Supramax,91779,73.37,561.47,140.86,52.53,68.37,64.81
2023-09-17,Russia,Krishnapatnam,Coal,Panamax,21238,76.57,561.47,140.86,52.53,68.37,64.81
2023-09-17,Australia,Paradip,Iron Ore,Handysize,99031,71.4,561.47,140.86,52.53,68.37,64.81
2023-09-17,Indonesia,Visakhapatnam,Iron Ore,Handysize,72189,73.02,561.47,140.86,52.53,68.37,64.81
2023-09-17,Australia,Visakhapatnam,Wheat,Supramax,22802,70.21,561.47,140.86,52.53,68.37,64.81
2023-09-17,Brazil,Paradip,Coal,Handysize,78920,71.94,561.47,140.86,52.53,68.37,64.81
2023-09-18,South Africa,Chennai,Bauxite,Supramax,118717,78.82,604.81,174.02,25.32,75.13,84.25
2023-09-18,Indonesia,Paradip,Wheat,Handymax,73106,68.63,604.81,174.02,25.32,75.13,84.25
2023-09-18,Indonesia,Visakhapatnam,Bauxite,Capesize,92799,79.28,604.81,174.02,25.32,75.13,84.25
2023-09-18,Brazil,Visakhapatnam,Coal,Supramax,111626,73.88,604.81,174.02,25.32,75.13,84.25
2023-09-18,Indonesia,Paradip,Iron Ore,Handymax,103336,74.32,604.81,174.02,25.32,75.13,84.25
2023-09-18,South Africa,Paradip,Coal,Supramax,101271,75.66,604.81,174.02,25.32,75.13,84.25
2023-09-18,Russia,Chennai,Coal,Handysize,52046,67.56,604.81,174.02,25.32,75.13,84.25
2023-09-18,South Africa,Visakhapatnam,Wheat,Panamax,103443,72.62,604.81,174.02,25.32,75.13,84.25
2023-09-19,Brazil,Krishnapatnam,Bauxite,Handymax,61095,73.05,818.64,102.4,22.66,73.81,60.1
2023-09-19,Russia,Krishnapatnam,Wheat,Capesize,54889,79.83,818.64,102.4,22.66,73.81,60.1
2023-09-19,Russia,Visakhapatnam,Coal,Capesize,35873,80.76,818.64,102.4,22.66,73.81,60.1
2023-09-19,South Africa,Visakhapatnam,Bauxite,Capesize,25462,81.18,818.64,102.4,22.66,73.81,60.1
2023-09-19,Australia,Chennai,Iron Ore,Panamax,70528,78.59,818.64,102.4,22.66,73.81,60.1
2023-09-19,Indonesia,Kakinada,Bauxite,Handysize,114231,71.8,818.64,102.4,22.66,73.81,60.1
2023-09-19,Russia,Kakinada,Coal,Handysize,103514,71.47,818.64,102.4,22.66,73.81,60.1
2023-09-19,South Africa,Chennai,Bauxite,Handysize,119272,71.44,818.64,102.4,22.66,73.81,60.1
2023-09-20,Brazil,Chennai,Coal,Handymax,79954,76.71,820.65,165.85,48.89,42.36,59.93
2023-09-20,Australia,Chennai,Coal,Handysize,69691,74.62,820.65,165.85,48.89,42.36,59.93
2023-09-20,Australia,Krishnapatnam,Iron Ore,Handymax,75416,70.38,820.65,165.85,48.89,42.36,59.93
2023-09-20,Australia,Visakhapatnam,Fertilizer,Supramax,48357,75.7,820.65,165.85,48.89,42.36,59.93
2023-09-20,Brazil,Visakhapatnam,Coal,Handysize,98142,74.45,820.65,165.85,48.89,42.36,59.93
2023-09-20,Indonesia,Kakinada,Coal,Panamax,104475,81.98,820.65,165.85,48.89,42.36,59.93
2023-09-20,Indonesia,Kakinada,Iron Ore,Handysize,76831,77.49,820.65,165.85,48.89,42.36,59.93
2023-09-20,South Africa,Krishnapatnam,Bauxite,Capesize,93634,84.93,820.65,165.85,48.89,42.36,59.93
2023-09-21,Australia,Krishnapatnam,Iron Ore,Capesize,46832,88.58,804.95,157.75,51.99,83.04,34.8
2023-09-21,Indonesia,Visakhapatnam,Fertilizer,Panamax,76210,88.97,804.95,157.75,51.99,83.04,34.8
2023-09-21,South Africa,Visakhapatnam,Bauxite,Supramax,33418,81.82,804.95,157.75,51.99,83.04,34.8
2023-09-21,Brazil,Visakhapatnam,Coal,Supramax,30223,84.97,804.95,157.75,51.99,83.04,34.8
2023-09-21,South Africa,Visakhapatnam,Coal,Handysize,94385,81.29,804.95,157.75,51.99,83.04,34.8
2023-09-21,Russia,Krishnapatnam,Coal,Capesize,87519,92.65,804.95,157.75,51.99,83.04,34.8
2023-09-21,South Africa,Paradip,Iron Ore,Capesize,117275,92.56,804.95,157.75,51.99,83.04,34.8
2023-09-21,South Africa,Visakhapatnam,Bauxite,Panamax,92436,91.14,804.95,157.75,51.99,83.04,34.8
2023-09-22,Indonesia,Kakinada,Bauxite,Supramax,57790,75.48,696.8,100.21,44.66,74.19,44.81
2023-09-22,Australia,Kakinada,Bauxite,Capesize,67198,85.35,696.8,100.21,44.66,74.19,44.81
2023-09-22,South Africa,Visakhapatnam,Coal,Supramax,99622,80.54,696.8,100.21,44.66,74.19,44.81
2023-09-22,Indonesia,Paradip,Wheat,Panamax,51016,74.44,696.8,100.21,44.66,74.19,44.81
2023-09-22,Brazil,Krishnapatnam,Iron Ore,Supramax,85555,76.41,696.8,100.21,44.66,74.19,44.81
2023-09-22,Russia,Paradip,Coal,Handymax,76539,72.75,696.8,100.21,44.66,74.19,44.81
2023-09-22,Russia,Visakhapatnam,Fertilizer,Handymax,116643,71.65,696.8,100.21,44.66,74.19,44.81
2023-09-22,Indonesia,Chennai,Iron Ore,Panamax,82286,80.69,696.8,100.21,44.66,74.19,44.81
2023-09-23,Indonesia,Chennai,Fertilizer,Supramax,68503,74.79,659.22,154.55,43.46,42.02,37.89
2023-09-23,Indonesia,Paradip,Bauxite,Capesize,28833,87.64,659.22,154.55,43.46,42.02,37.89
2023-09-23,South Africa,Chennai,Iron Ore,Handymax,114965,77.1,659.22,154.55,43.46,42.02,37.89
2023-09-23,Australia,Chennai,Coal,Capesize,62381,82.49,659.22,154.55,43.46,42.02,37.89
2023-09-23,Brazil,Chennai,Wheat,Supramax,44509,70.13,659.22,154.55,43.46,42.02,37.89
2023-09-23,South Africa,Krishnapatnam,Bauxite,Supramax,27593,78.03,659.22,154.55,43.46,42.02,37.89
2023-09-23,South Africa,Krishnapatnam,Coal,Supramax,75476,76.12,659.22,154.55,43.46,42.02,37.89
2023-09-23,Australia,Krishnapatnam,Wheat,Supramax,108675,76.29,659.22,154.55,43.46,42.02,37.89
2023-09-24,Brazil,Chennai,Iron Ore,Capesize,73616,76.38,505.66,134.17,27.01,71.72,68.17
2023-09-24,Russia,Krishnapatnam,Coal,Supramax,82402,68.08,505.66,134.17,27.01,71.72,68.17
2023-09-24,South Africa,Krishnapatnam,Coal,Capesize,53290,77.85,505.66,134.17,27.01,71.72,68.17
2023-09-24,South Africa,Krishnapatnam,Fertilizer,Handymax,64713,65.09,505.66,134.17,27.01,71.72,68.17
2023-09-24,Russia,Paradip,Bauxite,Panamax,51478,70.54,505.66,134.17,27.01,71.72,68.17
2023-09-24,Brazil,Visakhapatnam,Bauxite,Capesize,62844,78.62,505.66,134.17,27.01,71.72,68.17
2023-09-24,Russia,Krishnapatnam,Bauxite,Panamax,90227,74.58,505.66,134.17,27.01,71.72,68.17
2023-09-24,Indonesia,Kakinada,Bauxite,Panamax,48756,70.5,505.66,134.17,27.01,71.72,68.17
2023-09-25,Russia,Krishnapatnam,Wheat,Supramax,36025,74.35,838.56,156.14,48.4,39.22,75.7
2023-09-25,Brazil,Kakinada,Wheat,Capesize,23975,81.2,838.56,156.14,48.4,39.22,75.7
2023-09-25,South Africa,Krishnapatnam,Wheat,Capesize,106706,80.59,838.56,156.14,48.4,39.22,75.7
2023-09-25,Indonesia,Visakhapatnam,Iron Ore,Handymax,65167,79.06,838.56,156.14,48.4,39.22,75.7
2023-09-25,Brazil,Paradip,Wheat,Supramax,44067,76.62,838.56,156.14,48.4,39.22,75.7
2023-09-25,South Africa,Paradip,Coal,Handysize,62771,71.01,838.56,156.14,48.4,39.22,75.7
2023-09-25,Brazil,Kakinada,Wheat,Supramax,60151,75.3,838.56,156.14,48.4,39.22,75.7
2023-09-25,Brazil,Visakhapatnam,Coal,Capesize,106951,84.23,838.56,156.14,48.4,39.22,75.7
2023-09-26,Indonesia,Chennai,Coal,Capesize,37568,71.32,528.6,88.54,50.88,49.48,69.76
2023-09-26,Russia,Paradip,Bauxite,Capesize,25015,72.15,528.6,88.54,50.88,49.48,69.76
2023-09-26,Indonesia,Visakhapatnam,Iron Ore,Panamax,105895,70.84,528.6,88.54,50.88,49.48,69.76
2023-09-26,Brazil,Visakhapatnam,Wheat,Panamax,116946,68.27,528.6,88.54,50.88,49.48,69.76
2023-09-26,South Africa,Krishnapatnam,Fertilizer,Panamax,47946,70.62,528.6,88.54,50.88,49.48,69.76
